Borrower Number,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
1,8.99575267715462,18.00737750512173,28.399456449854455,22.68092692996829,12.723861429904847,7.528207265634396,7.994777902102268,28.655648139722782,26.748854701169638,10.032666470447293
2,2.87156362096718,22.49336176403852,1.8436251389201495,28.701473579208752,9.934180171998431,11.257241978103288,2.5544240708176034,25.648806057093367,23.44015014656739,27.17040365294994
3,15.817846109636754,3.786775320926811,27.581154351834062,21.555648195110127,16.24892957909752,4.290062262593228,28.393434469474474,11.874251503120721,28.474991807404432,2.743718951552051
4,1.4175088977623744,21.430213169307947,8.087639867129504,21.248783549027525,20.108912514827153,23.9784440371478,26.559774791035316,15.795197732564922,7.542041087877607,18.798653304704693
5,12.965658446611794,13.32118426225933,3.1479829053935617,21.1264911309285,11.194385206002636,8.045150701653707,22.865176806191354,1.3169291551209383,12.27511069791155,2.4703647161221625
6,23.088453902935278,16.24363024795136,21.383248654190435,24.477387288055628,25.158870800217585,20.474584096342173,2.6743578731968256,17.47437936164414,20.718760455672378,8.186810160300219
7,29.27256904742127,17.82656683853415,21.426210787949614,13.786730345990584,20.735913796662164,4.639755155502321,6.98085972829297,28.930866902580483,14.953054753483883,3.955140651127323
8,15.08918060931396,24.58491363059812,29.513830381283263,17.49408694010618,2.2724073197219568,12.03523997376108,25.21364386061297,6.055051032844073,1.2021404444465524,7.344441444015956
9,19.89139346912271,9.582191670106734,20.81890149322194,25.201741150678835,10.877065373214311,27.413075470983436,3.216420008529507,16.615509343122262,21.794598999368745,11.735419454794695
10,25.501946995650624,29.73763077536702,4.136329915328773,4.357760498602392,28.685205627275472,3.1033236593333804,9.022101622852624,10.081694464094564,25.52922274603557,9.44151085784404
11,8.033734318125838,6.547021039312458,21.542326773227508,1.9111553091328197,16.697561248136783,2.3683262802385023,27.219242889759208,15.685304498883529,11.98563383766811,16.700369291456425
12,18.668312659735513,6.969321001372094,18.297646207884895,21.664303247742858,3.6740871372162403,20.35112448642636,10.072995879999883,22.32936111419045,3.165838996867432,8.672667383096098
13,7.760580129801806,25.518141444375033,21.184525628311487,13.843034365178035,2.1655088318948117,11.398277501400795,11.765744803213014,25.256249965428914,14.608949740404807,0.6527234810704172
14,20.584030320941416,17.993819122868672,23.134828193987353,18.80028374789852,3.020531246661328,17.838315046132607,1.5161336181263394,28.763619065244907,20.575772330752237,21.86483738203895
15,27.706200367885902,6.94514219152401,4.373475423071849,20.86011542967329,19.37681673418106,20.568017405002607,20.959942782343393,7.374527779200335,12.197060444063542,1.8586773757898136
16,27.99058985141263,2.7668523175744326,14.7758920214672,29.675968296484324,26.05596587947973,22.323652636320553,18.12638162983891,9.298248404926262,1.5307509557011585,11.617509374424
17,25.796985744545736,16.837260420941927,15.376077881557496,27.029017876779797,8.119720259692826,13.44955511916255,14.309897631424416,23.530778513301083,5.141370611369151,13.79185971026644
