Borrower Number,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
1,0.4776154671166898,0.7747585114000294,0.27269479069272673,0.1455508632058956,0.673110343109898,0.8083398424763131,0.709634630666231,0.48567203909010126,0.12921356209329105,0.5098457946874985
2,0.39650091533435594,0.7274464464967474,0.8068436789562803,0.8417417942727963,0.8694557769838017,0.414275087913175,0.3591025032212196,0.3252096377809306,0.44580166138452515,0.8660270421561621
3,0.3175196094770558,0.37185468442857805,0.1718718164398142,0.5934415636319383,0.6291222333756451,0.25411973501138607,0.7342237536043978,0.4892734306047103,0.6591209236993668,0.7971782479366465
4,0.7381840140787472,0.3612438823567794,0.4930907329669719,0.766334376947236,0.15062832452880903,0.5907442464729462,0.31538688772916246,0.3047187215195011,0.31881708847140844,0.15995737799135445
5,0.5026109618399913,0.2883003633514435,0.8005883341692003,0.8898901410997526,0.5110669179729599,0.49039947283691154,0.12248736268157012,0.38954285046830894,0.22518550076880828,0.6502046184102083
6,0.25797035863447126,0.4599067886650653,0.4951110736758352,0.11993805179495642,0.5441590952544609,0.698841160589111,0.13057099689458218,0.48477191412352705,0.25691634577879807,0.18077811546856848
7,0.7589380999093434,0.7224898401762165,0.36641690336593913,0.2625952314135055,0.3060807814342327,0.47923706475679073,0.17217535298025932,0.3748188851109624,0.6585238771868436,0.7921246221167024
8,0.44225459823919056,0.47260432582987977,0.1893903985124178,0.7210187903694466,0.28193155914496826,0.21938531336419786,0.4761050818706557,0.7111249433698633,0.32144199158952247,0.7520832966414341
9,0.6009462595216964,0.7263657473442154,0.7883127737282785,0.7494107335052914,0.6787825092440001,0.6359878500451304,0.17066846628710974,0.1049900360991266,0.438045514373675,0.8619621407164996
10,0.3437291200302576,0.6874790712790623,0.24583667715861635,0.3267033317400919,0.33951439513322734,0.7917128485507,0.802736915329846,0.17659943217617224,0.4451560167969735,0.7298572514828188
11,0.7083090106450093,0.5026518786350014,0.6576732608317168,0.527719071575018,0.640705262683079,0.6406561077076959,0.11136997120266079,0.6314542422113336,0.5715610181042593,0.6187828265486274
